0,0.0,0.0
1,3.521,0.0
2,5.353,0.0
3,6.818,0.0
4,8.06,0.02
5,9.174,0.114
6,10.31,0.212
7,11.661,0.287
8,13.36,0.339
9,15.423,0.376
10,17.78,0.401
11,20.334,0.419
12,22.991,0.432
13,25.674,0.441
14,28.327,0.447
15,30.91,0.451
16,33.397,0.454
17,35.773,0.457
18,38.031,0.458
19,40.169,0.459
20,42.188,0.46
21,44.093,0.461
22,45.889,0.461
23,47.583,0.461
24,49.181,0.461
25,50.689,0.462
26,52.113,0.462
27,53.46,0.462
28,54.736,0.462
29,55.945,0.462
30,57.092,0.462
31,58.181,0.462
32,59.218,0.462
33,60.205,0.462
34,61.146,0.462
35,62.044,0.462
36,62.901,0.462
37,63.721,0.462
38,64.506,0.462
39,65.259,0.462
40,65.98,0.462
41,66.672,0.462
42,67.337,0.462
43,67.976,0.462
44,68.59,0.462
45,69.182,0.462
46,69.752,0.462
47,70.302,0.462
48,70.832,0.462
49,71.344,0.462
50,71.839,0.462
51,72.317,0.462
52,72.779,0.462
53,73.226,0.462
54,73.659,0.462
55,74.078,0.462
56,74.485,0.462
57,74.879,0.462
58,75.261,0.462
59,75.632,0.462
60,75.992,0.462
61,76.341,0.462
62,76.681,0.462
63,77.012,0.462
64,77.333,0.462
65,77.646,0.462
66,77.95,0.463
67,78.246,0.463
68,78.534,0.463
69,78.816,0.463
70,79.089,0.463
71,79.356,0.463
72,79.617,0.463
73,79.871,0.463
74,80.119,0.463
75,80.361,0.463
76,80.597,0.463
77,80.828,0.463
78,81.053,0.463
79,81.274,0.463
80,81.489,0.463
81,81.7,0.463
82,81.905,0.463
83,82.107,0.463
84,82.304,0.463
85,82.497,0.463
86,82.686,0.463
87,82.871,0.463
88,83.052,0.463
89,83.229,0.463
90,83.403,0.463
91,83.573,0.463
92,83.74,0.463
93,83.903,0.463
94,84.064,0.463
95,84.221,0.463
96,84.375,0.463
97,84.527,0.463
98,84.675,0.463
99,84.821,0.463
100,84.964,0.463
101,85.105,0.463
102,85.243,0.463
103,85.378,0.463
104,85.511,0.463
105,85.642,0.463
106,85.771,0.463
107,85.897,0.463
108,86.021,0.463
109,86.143,0.463
110,86.263,0.463
111,86.381,0.463
112,86.497,0.463
113,86.611,0.463
114,86.723,0.463
115,86.834,0.463
116,86.942,0.463
117,87.049,0.463
118,87.154,0.463
119,87.258,0.463
120,87.36,0.463
121,87.46,0.463
122,87.559,0.463
123,87.656,0.463
124,87.752,0.463
125,87.847,0.463
126,87.94,0.463
127,88.031,0.463
128,88.122,0.463
129,88.211,0.463
130,88.298,0.463
131,88.385,0.463
132,88.47,0.463
133,88.554,0.463
134,88.637,0.463
135,88.719,0.463
136,88.799,0.463
137,88.879,0.463
138,88.957,0.463
139,89.034,0.463
140,89.111,0.464
141,89.186,0.464
142,89.26,0.464
143,89.333,0.464
144,89.406,0.464
145,89.477,0.464
146,89.547,0.464
147,89.617,0.464
148,89.686,0.464
149,89.753,0.464
150,89.82,0.464
151,89.886,0.464
152,89.952,0.464
153,90.016,0.464
154,90.08,0.464
155,90.142,0.464
156,90.205,0.464
157,90.266,0.464
158,90.327,0.464
159,90.386,0.464
160,90.446,0.464
161,90.504,0.464
162,90.562,0.464
163,90.619,0.464
164,90.675,0.464
165,90.731,0.464
166,90.786,0.464
167,90.841,0.464
168,90.895,0.464
169,90.948,0.464
170,91.001,0.464
171,91.053,0.464
172,91.104,0.464
173,91.155,0.464
174,91.206,0.464
175,91.256,0.464
176,91.305,0.464
177,91.354,0.464
178,91.402,0.464
179,91.45,0.464
180,91.497,0.464
181,91.544,0.464
182,91.59,0.464
183,91.636,0.464
184,91.681,0.464
185,91.726,0.464
186,91.77,0.464
187,91.814,0.464
188,91.857,0.464
189,91.9,0.464
190,91.943,0.464
191,91.985,0.464
192,92.027,0.464
193,92.068,0.464
194,92.109,0.464
195,92.15,0.464
196,92.19,0.464
197,92.229,0.464
198,92.269,0.464
199,92.308,0.464
200,92.346,0.464
201,92.384,0.464
202,92.422,0.464
203,92.46,0.464
204,92.497,0.464
205,92.533,0.464
206,92.57,0.464
207,92.606,0.464
208,92.642,0.464
209,92.677,0.464
210,92.712,0.464
211,92.747,0.465
212,92.781,0.465
213,92.815,0.465
214,92.849,0.465
215,92.883,0.465
216,92.916,0.465
217,92.949,0.465
218,92.982,0.465
219,93.014,0.465
220,93.046,0.465
221,93.078,0.465
222,93.109,0.465
223,93.14,0.465
224,93.171,0.465
225,93.202,0.465
226,93.232,0.465
227,93.263,0.465
228,93.293,0.465
229,93.322,0.465
230,93.352,0.465
231,93.381,0.465
232,93.41,0.465
233,93.438,0.465
234,93.467,0.465
235,93.495,0.465
236,93.523,0.465
237,93.551,0.465
238,93.578,0.465
239,93.605,0.465
240,93.632,0.465
241,93.659,0.465
242,93.686,0.465
243,93.712,0.465
244,93.738,0.465
245,93.764,0.465
246,93.79,0.465
247,93.816,0.465
248,93.841,0.465
249,93.866,0.465
250,93.891,0.465
251,93.916,0.465
252,93.941,0.465
253,93.965,0.465
254,93.989,0.465
255,94.013,0.465
256,94.037,0.465
257,94.061,0.465
258,94.084,0.465
259,94.108,0.465
260,94.131,0.465
261,94.154,0.465
262,94.177,0.465
263,94.199,0.465
264,94.222,0.465
265,94.244,0.465
266,94.266,0.465
267,94.288,0.465
268,94.31,0.465
269,94.331,0.465
270,94.353,0.465
271,94.374,0.465
272,94.395,0.465
273,94.416,0.465
274,94.437,0.465
275,94.458,0.465
276,94.479,0.465
277,94.499,0.465
278,94.519,0.465
279,94.539,0.465
280,94.559,0.465
281,94.579,0.466
282,94.599,0.466
283,94.618,0.466
284,94.638,0.466
285,94.657,0.466
286,94.676,0.466
287,94.695,0.466
288,94.714,0.466
289,94.733,0.466
290,94.752,0.466
291,94.77,0.466
292,94.789,0.466
293,94.807,0.466
294,94.825,0.466
295,94.843,0.466
296,94.861,0.466
297,94.879,0.466
298,94.897,0.466
299,94.914,0.466
300,94.932,0.466
301,94.949,0.466
302,94.966,0.466
303,94.983,0.466
304,95.0,0.466
305,95.017,0.466
306,95.034,0.466
307,95.051,0.466
308,95.067,0.466
309,95.084,0.466
310,95.1,0.466
311,95.116,0.466
312,95.132,0.466
313,95.148,0.466
314,95.164,0.466
315,95.18,0.466
316,95.196,0.466
317,95.212,0.466
318,95.227,0.466
319,95.243,0.466
320,95.258,0.466
321,95.273,0.466
322,95.288,0.466
323,95.303,0.466
324,95.318,0.466
325,95.333,0.466
326,95.348,0.466
327,95.363,0.466
328,95.377,0.466
329,95.392,0.466
330,95.406,0.466
331,95.421,0.466
332,95.435,0.466
333,95.449,0.466
334,95.463,0.466
335,95.477,0.466
336,95.491,0.466
337,95.505,0.466
338,95.519,0.466
339,95.533,0.466
340,95.546,0.466
341,95.56,0.466
342,95.573,0.466
343,95.586,0.466
344,95.6,0.466
345,95.613,0.466
346,95.626,0.466
347,95.639,0.466
348,95.652,0.466
349,95.665,0.466
350,95.678,0.467
351,95.691,0.467
352,95.703,0.467
353,95.716,0.467
354,95.729,0.467
355,95.741,0.467
356,95.753,0.467
357,95.766,0.467
358,95.778,0.467
359,95.79,0.467
360,95.802,0.467
361,95.814,0.467
362,95.826,0.467
363,95.838,0.467
364,95.85,0.467
365,95.862,0.467
366,95.874,0.467
367,95.886,0.467
368,95.897,0.467
369,95.909,0.467
370,95.92,0.467
371,95.932,0.467
372,95.943,0.467
373,95.954,0.467
374,95.965,0.467
375,95.977,0.467
376,95.988,0.467
377,95.999,0.467
378,96.01,0.467
379,96.021,0.467
380,96.032,0.467
381,96.043,0.467
382,96.053,0.467
383,96.064,0.467
384,96.075,0.467
385,96.085,0.467
386,96.096,0.467
